Gene,log2FoldChange,pvalue,padj,baseMean
ARHGAP10,0.6812266930399683,,,6.1201523333333325
TIMELESS,0.680778475472855,,,5.834497
SLC35F2,0.6805559797061298,,,6.924462166666667
NCAPD3,0.6792414566017471,,,7.6047521666666675
4930534B04RIK,0.6779182499084982,,,5.6767045
CDCA5,0.6778918274996445,,,5.732844
MAK,0.6730000424550565,,,5.902604666666666
ORC6L,0.6719629718193972,,,6.9793885
BC025076,0.6707148195779857,,,7.365590333333333
SLC1A5,0.6702097439799796,,,6.187295166666668
NUP155,0.669965663473712,,,7.755815999999999
ATP10A,0.6699141582988241,,,6.409675166666666
RAD50,0.6685220061615158,,,6.680618166666666
NSL1,0.6673662572984076,,,6.0048906666666655
SASS6,0.6662452192311786,,,6.633358
RGS9,0.665336462992852,,,6.437840166666668
EG545500,0.6644640897583898,,,4.060258
HIST2H2AA1///HIST1H3H///RP23-480B19.10///HIST2H3B///HIST1H3D///HIST1H2AN///HIST2H2AA2///HIST1H3I///HIST1H2AG///HIST2H2AC///HIST1H2AC///HIST1H3E///HIST1H2AD///HIST1H3B///HIST1H2AE///HIST1H3C///HIST1H2AB///HIST1H2AI///HIST1H3A///HIST1H3F///HIST1H3G///HIST2H3C1///HIST1H2AO///HIST2H3C2,0.6620279893816163,,,10.787541666666668
MELK,0.6598811855893709,,,5.856649833333333
PML,0.6596653978779582,,,5.879599833333334
CDH24,0.6578695377908277,,,7.334338666666667
MRE11A,0.6563339009013397,,,6.639132833333335
CRTAC1,0.6561943912309155,,,7.5138525
MCM10,0.6543995188486127,,,6.243838666666666
PAXIP1,0.654283197404638,,,7.238754
E330016A19RIK,0.6541786009272549,,,4.394616333333333
BUB1B,0.651093309100655,,,5.9746795
BRCTD1///ANKRD32,0.6482279655434322,,,6.06684
BCL6B,0.6462076427300043,,,5.683242666666666
LOC100047360///SCML2,0.6414115562444,,,5.334811000000001
ZFP111,0.640145750602256,,,6.3770505
POLK,0.639112481752767,,,5.911297333333334
HIST1H2BH,0.638706676466426,,,8.722031
CENPF,0.6385306993801773,,,6.174423666666667
ZWILCH,0.6374158645751345,,,6.379502333333334
BLVRA,0.6359062898995465,,,6.010544666666665
GSG2,0.6330204546236572,,,4.9209784999999995
FANCI,0.6314722798579455,,,5.714126833333334
POLD1,0.6286062002099189,,,6.472292166666667
GEN1,0.6274309026479913,,,5.881716166666667
FSIP1,0.6271228705094493,,,5.932271166666666
MSH6,0.6268907288538886,,,5.9208178333333334
PASK,0.6250051213184773,,,6.399779666666667
ST3GAL4,0.6214370447435136,,,6.710315666666666
CTDSPL2,0.6212199311468402,,,7.912473166666666
HIST2H2AA1///HIST2H2AA2///HIST2H2AC,0.6204586031228522,,,10.895963333333333
POLD2,0.6198717827540839,,,7.8971145
2410187C16RIK,0.6197406259921917,,,6.150330666666666
LMNB1,0.6186932913545219,,,7.189203666666667
CLIC4,0.6182644077070621,,,8.128207
SORD,0.6165634051849278,,,7.403887
EZH2,0.6164793751456827,,,8.828224333333333
D14ERTD500E,0.616329181607422,,,6.075613333333333
2610039C10RIK,0.6160651757455184,,,5.8033660000000005
2610016C23RIK,0.6145858494531042,,,5.5663661666666675
6030443O07RIK,0.6143229379802408,,,7.902201166666667
TYMS-PS,0.6141281264283701,,,5.206449166666666
RBL1,0.6135838907338006,,,5.584159500000001
COCH,0.6135125111508556,,,6.522145833333333
SFMBT1,0.6117335760598579,,,6.783148333333333
HSPA14,0.6023778210246012,,,7.3311345
UTRN,0.601119988777956,,,6.412957333333334
HIST2H2AA1///RP23-480B19.10///HIST2H3B///HIST1H3D///HIST1H2AN///HIST2H2AA2///HIST1H2AG///HIST2H2AC///HIST1H2AC///HIST1H3E///HIST1H2AD///HIST1H3B///HIST1H2AE///HIST1H3C///HIST1H2AB///HIST1H2AI///HIST1H3F///HIST2H3C1///HIST1H2AO///HIST2H3C2,0.6005489393729568,,,10.754660000000001
IGSF10,0.6000599955255601,,,6.044376499999999
1700001L05RIK,0.5998643906171942,,,5.868479166666667
MBD4,0.598925308218589,,,6.228804833333334
TPM4,0.594700932137589,,,8.797168833333332
POLE4,0.5935943355603163,,,8.204304500000001
EXOSC2,0.5934158282425404,,,6.871149666666668
DTYMK,0.5922206850257435,,,8.087824166666666
2410015N17RIK,0.5891722922740208,,,7.519707833333334
BIRC5,0.5870980316487053,,,5.908677666666667
MCM8,0.5868531154757813,,,5.752992666666667
